STATION,NAME,DATE,YEAR,PRCP,SNOW,SNWD,TMAX,TMIN
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",7/22/38,1938,0,0,0,86,54
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",7/23/38,1938,2.83,0,0,81,56
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",7/24/38,1938,0.08,0,0,84,64
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",7/25/38,1938,0,0,0,89,59
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",7/26/38,1938,0,0,0,90,64
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",7/27/38,1938,0,0,0,82,62
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",7/28/38,1938,0,0,0,90,64
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",7/29/38,1938,0.46,0,0,84,66
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",7/30/38,1938,0,0,0,85,63
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",7/31/38,1938,0.1,0,0,88,61
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",8/1/38,1938,0.39,0,0,84,68
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",8/2/38,1938,0,0,0,90,69
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",8/3/38,1938,0,0,0,94,71
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",8/4/38,1938,0,0,0,95,73
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",8/5/38,1938,0.03,0,0,85,61
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",8/6/38,1938,0,0,0,90,57
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",8/7/38,1938,1.58,0,0,88,68
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",8/8/38,1938,0,0,0,88,61
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",8/9/38,1938,0,0,0,84,66
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",8/10/38,1938,0,0,0,83,56
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",8/11/38,1938,2.12,0,0,80,69
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",8/12/38,1938,0.05,0,0,75,58
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",8/13/38,1938,0,0,0,84,63
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",8/14/38,1938,0,0,0,87,67
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",8/15/38,1938,0,0,0,94,69
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",8/16/38,1938,0,0,0,92,74
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",8/17/38,1938,0,0,0,94,68
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",8/18/38,1938,0.37,0,0,75,61
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",8/19/38,1938,0.01,0,0,85,58
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",8/20/38,1938,0,0,0,88,55
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",8/21/38,1938,0,0,0,91,64
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",8/22/38,1938,0.33,0,0,81,68
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",8/23/38,1938,0,0,0,84,61
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",8/24/38,1938,0.19,0,0,77,55
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",8/25/38,1938,0,0,0,73,55
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",8/26/38,1938,0,0,0,75,50
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",8/27/38,1938,0,0,0,78,56
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",8/28/38,1938,0,0,0,74,51
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",8/29/38,1938,0,0,0,81,45
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",8/30/38,1938,0,0,0,76,58
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",8/31/38,1938,0.07,0,0,86,50
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",9/1/38,1938,0.03,0,0,72,49
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",9/2/38,1938,0,0,0,69,45
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",9/3/38,1938,0,0,0,75,43
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",9/4/38,1938,0.11,0,0,82,58
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",9/5/38,1938,0,0,0,65,42
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",9/6/38,1938,0,0,0,69,38
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",9/7/38,1938,0,0,0,68,53
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",9/8/38,1938,0.58,0,0,62,43
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",9/9/38,1938,0,0,0,65,37
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",9/10/38,1938,0,0,0,72,38
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",9/11/38,1938,0,0,0,75,50
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",9/12/38,1938,0,0,0,71,48
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",9/13/38,1938,0.69,0,0,75,58
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",9/14/38,1938,0,0,0,69,48
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",9/15/38,1938,0.66,0,0,72,58
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",9/16/38,1938,0.22,0,0,58,48
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",9/17/38,1938,0,0,0,56,49
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",9/18/38,1938,0.19,0,0,75,51
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",9/19/38,1938,0.01,0,0,79,59
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",9/20/38,1938,0.04,0,0,59,52
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",9/21/38,1938,0.37,0,0,53,48
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",9/22/38,1938,1.58,0,0,62,49
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",9/23/38,1938,0.46,0,0,69,52
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",9/24/38,1938,0,0,0,70,44
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",9/25/38,1938,0.02,0,0,63,36
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",9/26/38,1938,0,0,0,75,33
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",9/27/38,1938,0.03,0,0,68,49
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",9/28/38,1938,0.08,0,0,70,44
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",9/29/38,1938,0,0,0,62,41
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",9/30/38,1938,0,0,0,62,37
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",10/1/38,1938,0,0,0,57,41
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",10/2/38,1938,0,0,0,58,33
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",10/3/38,1938,0,0,0,62,31
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",10/4/38,1938,0,0,0,66,32
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",10/5/38,1938,0,0,0,65,34
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",10/6/38,1938,0.02,0,0,53,34
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",10/7/38,1938,0,0,0,57,27
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",10/8/38,1938,0,0,0,60,26
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",10/9/38,1938,0,0,0,57,47
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",10/10/38,1938,0,0,0,63,41
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",10/11/38,1938,0,0,0,78,42
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",10/12/38,1938,0,0,0,85,46
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",10/13/38,1938,0,0,0,80,64
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",10/14/38,1938,0,0,0,72,47
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",10/15/38,1938,0,0,0,79,41
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",10/16/38,1938,0,0,0,77,45
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",10/17/38,1938,0,0,0,79,47
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",10/18/38,1938,0,0,0,72,42
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",10/19/38,1938,0,0,0,76,47
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",10/20/38,1938,0.19,0,0,62,44
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",10/21/38,1938,0.11,0,0,55,45
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",10/22/38,1938,0.04,0,0,56,41
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",10/23/38,1938,0,0,0,68,40
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",10/24/38,1938,0,0,0,62,44
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",10/25/38,1938,0.24,0,0,55,41
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",10/26/38,1938,0,0,0,70,41
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",10/27/38,1938,0.02,0,0,54,43
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",10/28/38,1938,0.02,0,0,55,38
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",10/29/38,1938,0,0,0,56,36
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",10/30/38,1938,0,0,0,52,31
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",10/31/38,1938,0,0,0,52,25
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",11/1/38,1938,0,0,0,55,24
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",11/2/38,1938,0,0,0,62,27
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",11/3/38,1938,0,0,0,70,35
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",11/4/38,1938,0,0,0,71,38
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",11/5/38,1938,0,0,0,72,51
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",11/6/38,1938,0.28,0,0,67,38
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",11/7/38,1938,0,0,0,80,60
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",11/8/38,1938,0,0,0,76,38
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",11/9/38,1938,0.55,0,0,47,35
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",11/10/38,1938,0,0,0,58,28
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",11/11/38,1938,0,0,0,66,30
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",11/12/38,1938,0,0,0,60,42
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",11/13/38,1938,0,0,0,64,46
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",11/14/38,1938,0.54,0,0,46,30
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",11/15/38,1938,0,2.5,3,37,30
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",11/16/38,1938,0.36,1.5,1,37,26
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",11/17/38,1938,0.02,0,0,59,37
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",11/18/38,1938,0,0,0,65,41
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",11/19/38,1938,0.43,0,0,48,32
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",11/20/38,1938,0.32,0,0,49,26
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",11/21/38,1938,0,0,0,51,31
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",11/22/38,1938,0,0,0,60,36
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",11/23/38,1938,0,1,1,36,19
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",11/24/38,1938,0.04,1.2,2,20,9
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",11/25/38,1938,0.17,1,2,24,8
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",11/26/38,1938,0.03,0,2,25,5
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",11/27/38,1938,0,0,1,30,4
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",11/28/38,1938,0.06,0.8,1,31,24
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",11/29/38,1938,0,0,0,45,29
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",11/30/38,1938,0,0,0,41,33
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",12/1/38,1938,0.01,0.1,0,33,15
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",12/2/38,1938,0,0,0,30,11
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",12/3/38,1938,0,0,0,49,28
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",12/4/38,1938,0.06,0,0,52,31
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",12/5/38,1938,0,0,0,59,34
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",12/6/38,1938,0.51,0,0,47,36
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",12/7/38,1938,0.05,0,0,45,32
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",12/8/38,1938,0.01,0,0,47,34
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",12/9/38,1938,0,0,0,47,34
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",12/10/38,1938,0.2,0,0,42,36
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",12/11/38,1938,0.1,0,0,39,32
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",12/12/38,1938,0.23,0,0,41,29
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",12/13/38,1938,0.25,3.1,2,39,28
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",12/14/38,1938,0.01,8.3,8,34,18
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",12/15/38,1938,0.55,6.5,11,23,8
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",12/16/38,1938,0.17,0.2,7,28,0
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",12/17/38,1938,0,0,2,39,28
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",12/18/38,1938,0,0,1,33,31
